uniform 1000000 10 int a on 1 0.879
uniform 1000000 10 int a on 2 0.682
uniform 1000000 10 int a on 3 0.700
uniform 1000000 10 int a on 4 0.673
uniform 1000000 10 int a on 5 0.648
uniform 1000000 10 int a off 1 148.111
uniform 1000000 10 int a off 2 148.089
uniform 1000000 10 int a off 3 148.182
uniform 1000000 10 int a off 4 148.258
uniform 1000000 10 int a off 5 148.073
uniform 1000000 10 int a,b on 1 1.888
uniform 1000000 10 int a,b on 2 1.306
uniform 1000000 10 int a,b on 3 1.341
uniform 1000000 10 int a,b on 4 1.318
uniform 1000000 10 int a,b on 5 1.342
uniform 1000000 10 int a,b off 1 184.165
uniform 1000000 10 int a,b off 2 184.231
uniform 1000000 10 int a,b off 3 183.991
uniform 1000000 10 int a,b off 4 184.049
uniform 1000000 10 int a,b off 5 184.187
uniform 1000000 10 int a,b,c on 1 12.629
uniform 1000000 10 int a,b,c on 2 7.411
uniform 1000000 10 int a,b,c on 3 7.407
uniform 1000000 10 int a,b,c on 4 7.397
uniform 1000000 10 int a,b,c on 5 7.386
uniform 1000000 10 int a,b,c off 1 211.899
uniform 1000000 10 int a,b,c off 2 211.802
uniform 1000000 10 int a,b,c off 3 211.898
uniform 1000000 10 int a,b,c off 4 211.818
uniform 1000000 10 int a,b,c off 5 211.834
uniform 1000000 10 int a,b,c,d on 1 68.661
uniform 1000000 10 int a,b,c,d on 2 54.359
uniform 1000000 10 int a,b,c,d on 3 54.343
uniform 1000000 10 int a,b,c,d on 4 54.338
uniform 1000000 10 int a,b,c,d on 5 54.363
uniform 1000000 10 int a,b,c,d off 1 254.455
uniform 1000000 10 int a,b,c,d off 2 254.324
uniform 1000000 10 int a,b,c,d off 3 254.327
uniform 1000000 10 int a,b,c,d off 4 260.429
uniform 1000000 10 int a,b,c,d off 5 255.124
sqrt2 1000000 10 int a on 1 0.789
sqrt2 1000000 10 int a on 2 0.720
sqrt2 1000000 10 int a on 3 0.675
sqrt2 1000000 10 int a on 4 0.685
sqrt2 1000000 10 int a on 5 0.680
sqrt2 1000000 10 int a off 1 148.826
sqrt2 1000000 10 int a off 2 148.834
sqrt2 1000000 10 int a off 3 148.917
sqrt2 1000000 10 int a off 4 148.812
sqrt2 1000000 10 int a off 5 148.882
sqrt2 1000000 10 int a,b on 1 1.724
sqrt2 1000000 10 int a,b on 2 1.349
sqrt2 1000000 10 int a,b on 3 1.364
sqrt2 1000000 10 int a,b on 4 1.345
sqrt2 1000000 10 int a,b on 5 1.375
sqrt2 1000000 10 int a,b off 1 180.962
sqrt2 1000000 10 int a,b off 2 180.676
sqrt2 1000000 10 int a,b off 3 180.937
sqrt2 1000000 10 int a,b off 4 180.801
sqrt2 1000000 10 int a,b off 5 180.748
sqrt2 1000000 10 int a,b,c on 1 9.256
sqrt2 1000000 10 int a,b,c on 2 6.706
sqrt2 1000000 10 int a,b,c on 3 6.664
sqrt2 1000000 10 int a,b,c on 4 6.679
sqrt2 1000000 10 int a,b,c on 5 6.669
sqrt2 1000000 10 int a,b,c off 1 209.055
sqrt2 1000000 10 int a,b,c off 2 209.077
sqrt2 1000000 10 int a,b,c off 3 209.137
sqrt2 1000000 10 int a,b,c off 4 209.076
sqrt2 1000000 10 int a,b,c off 5 209.247
sqrt2 1000000 10 int a,b,c,d on 1 57.626
sqrt2 1000000 10 int a,b,c,d on 2 48.393
sqrt2 1000000 10 int a,b,c,d on 3 48.451
sqrt2 1000000 10 int a,b,c,d on 4 48.478
sqrt2 1000000 10 int a,b,c,d on 5 48.489
sqrt2 1000000 10 int a,b,c,d off 1 255.221
sqrt2 1000000 10 int a,b,c,d off 2 263.223
sqrt2 1000000 10 int a,b,c,d off 3 254.956
sqrt2 1000000 10 int a,b,c,d off 4 255.166
sqrt2 1000000 10 int a,b,c,d off 5 254.975
sqrt10 1000000 10 int a on 1 0.769
sqrt10 1000000 10 int a on 2 0.641
sqrt10 1000000 10 int a on 3 0.650
sqrt10 1000000 10 int a on 4 0.630
sqrt10 1000000 10 int a on 5 0.629
sqrt10 1000000 10 int a off 1 151.537
sqrt10 1000000 10 int a off 2 151.513
sqrt10 1000000 10 int a off 3 151.451
sqrt10 1000000 10 int a off 4 151.457
sqrt10 1000000 10 int a off 5 151.375
sqrt10 1000000 10 int a,b on 1 1.155
sqrt10 1000000 10 int a,b on 2 0.961
sqrt10 1000000 10 int a,b on 3 0.954
sqrt10 1000000 10 int a,b on 4 1.017
sqrt10 1000000 10 int a,b on 5 0.997
sqrt10 1000000 10 int a,b off 1 180.366
sqrt10 1000000 10 int a,b off 2 180.846
sqrt10 1000000 10 int a,b off 3 180.575
sqrt10 1000000 10 int a,b off 4 180.665
sqrt10 1000000 10 int a,b off 5 180.328
sqrt10 1000000 10 int a,b,c on 1 2.424
sqrt10 1000000 10 int a,b,c on 2 1.961
sqrt10 1000000 10 int a,b,c on 3 1.938
sqrt10 1000000 10 int a,b,c on 4 1.931
sqrt10 1000000 10 int a,b,c on 5 1.916
sqrt10 1000000 10 int a,b,c off 1 199.712
sqrt10 1000000 10 int a,b,c off 2 199.707
sqrt10 1000000 10 int a,b,c off 3 199.663
sqrt10 1000000 10 int a,b,c off 4 199.625
sqrt10 1000000 10 int a,b,c off 5 199.721
sqrt10 1000000 10 int a,b,c,d on 1 6.805
sqrt10 1000000 10 int a,b,c,d on 2 5.619
sqrt10 1000000 10 int a,b,c,d on 3 5.622
