uniform 1000000 10 int a on 1 1.123
uniform 1000000 10 int a on 2 0.739
uniform 1000000 10 int a on 3 0.695
uniform 1000000 10 int a off 1 146.566
uniform 1000000 10 int a off 2 146.456
uniform 1000000 10 int a off 3 146.593
uniform 1000000 10 int a,b on 1 0.888
uniform 1000000 10 int a,b on 2 0.736
uniform 1000000 10 int a,b on 3 0.723
uniform 1000000 10 int a,b off 1 176.437
uniform 1000000 10 int a,b off 2 176.632
uniform 1000000 10 int a,b off 3 176.460
uniform 1000000 10 int a,b,c on 1 0.840
uniform 1000000 10 int a,b,c on 2 0.711
uniform 1000000 10 int a,b,c on 3 0.711
uniform 1000000 10 int a,b,c off 1 196.480
uniform 1000000 10 int a,b,c off 2 196.590
uniform 1000000 10 int a,b,c off 3 196.669
uniform 1000000 10 int a,b,c,d on 1 0.849
uniform 1000000 10 int a,b,c,d on 2 0.732
uniform 1000000 10 int a,b,c,d on 3 0.716
uniform 1000000 10 int a,b,c,d off 1 220.825
uniform 1000000 10 int a,b,c,d off 2 220.751
uniform 1000000 10 int a,b,c,d off 3 220.738
sqrt2 1000000 10 int a on 1 0.847
sqrt2 1000000 10 int a on 2 0.704
sqrt2 1000000 10 int a on 3 0.712
sqrt2 1000000 10 int a off 1 148.388
sqrt2 1000000 10 int a off 2 148.371
sqrt2 1000000 10 int a off 3 148.382
sqrt2 1000000 10 int a,b on 1 0.822
sqrt2 1000000 10 int a,b on 2 0.700
sqrt2 1000000 10 int a,b on 3 0.739
sqrt2 1000000 10 int a,b off 1 176.884
sqrt2 1000000 10 int a,b off 2 176.717
sqrt2 1000000 10 int a,b off 3 176.770
sqrt2 1000000 10 int a,b,c on 1 0.853
sqrt2 1000000 10 int a,b,c on 2 0.766
sqrt2 1000000 10 int a,b,c on 3 0.750
sqrt2 1000000 10 int a,b,c off 1 196.553
sqrt2 1000000 10 int a,b,c off 2 196.580
sqrt2 1000000 10 int a,b,c off 3 196.561
sqrt2 1000000 10 int a,b,c,d on 1 0.894
sqrt2 1000000 10 int a,b,c,d on 2 0.758
sqrt2 1000000 10 int a,b,c,d on 3 0.712
sqrt2 1000000 10 int a,b,c,d off 1 220.529
sqrt2 1000000 10 int a,b,c,d off 2 228.192
sqrt2 1000000 10 int a,b,c,d off 3 220.597
sqrt10 1000000 10 int a on 1 0.808
sqrt10 1000000 10 int a on 2 0.677
sqrt10 1000000 10 int a on 3 0.708
sqrt10 1000000 10 int a off 1 150.080
sqrt10 1000000 10 int a off 2 150.059
sqrt10 1000000 10 int a off 3 150.042
sqrt10 1000000 10 int a,b on 1 0.803
sqrt10 1000000 10 int a,b on 2 0.699
sqrt10 1000000 10 int a,b on 3 0.734
sqrt10 1000000 10 int a,b off 1 175.875
sqrt10 1000000 10 int a,b off 2 175.840
sqrt10 1000000 10 int a,b off 3 175.877
sqrt10 1000000 10 int a,b,c on 1 0.793
sqrt10 1000000 10 int a,b,c on 2 0.710
sqrt10 1000000 10 int a,b,c on 3 0.708
sqrt10 1000000 10 int a,b,c off 1 196.471
sqrt10 1000000 10 int a,b,c off 2 196.520
sqrt10 1000000 10 int a,b,c off 3 196.465
sqrt10 1000000 10 int a,b,c,d on 1 0.801
