uniform 1000000 10 int a on 1 1.261
uniform 1000000 10 int a on 2 0.849
uniform 1000000 10 int a on 3 0.839
uniform 1000000 10 int a off 1 161.288
uniform 1000000 10 int a off 2 159.925
uniform 1000000 10 int a off 3 160.569
uniform 1000000 10 int a,b on 1 1.173
uniform 1000000 10 int a,b on 2 0.897
uniform 1000000 10 int a,b on 3 0.899
uniform 1000000 10 int a,b off 1 190.793
uniform 1000000 10 int a,b off 2 190.307
uniform 1000000 10 int a,b off 3 190.521
uniform 1000000 10 int a,b,c on 1 1.198
uniform 1000000 10 int a,b,c on 2 0.901
uniform 1000000 10 int a,b,c on 3 0.772
uniform 1000000 10 int a,b,c off 1 216.035
uniform 1000000 10 int a,b,c off 2 214.397
uniform 1000000 10 int a,b,c off 3 215.032
uniform 1000000 10 int a,b,c,d on 1 1.309
uniform 1000000 10 int a,b,c,d on 2 0.822
uniform 1000000 10 int a,b,c,d on 3 0.860
uniform 1000000 10 int a,b,c,d off 1 238.279
uniform 1000000 10 int a,b,c,d off 2 237.334
uniform 1000000 10 int a,b,c,d off 3 237.064
sqrt2 1000000 10 int a on 1 1.222
sqrt2 1000000 10 int a on 2 0.767
sqrt2 1000000 10 int a on 3 0.786
sqrt2 1000000 10 int a off 1 161.665
sqrt2 1000000 10 int a off 2 161.919
sqrt2 1000000 10 int a off 3 162.137
sqrt2 1000000 10 int a,b on 1 1.274
sqrt2 1000000 10 int a,b on 2 0.820
sqrt2 1000000 10 int a,b on 3 0.894
sqrt2 1000000 10 int a,b off 1 190.632
sqrt2 1000000 10 int a,b off 2 189.814
sqrt2 1000000 10 int a,b off 3 189.825
sqrt2 1000000 10 int a,b,c on 1 1.158
sqrt2 1000000 10 int a,b,c on 2 0.849
sqrt2 1000000 10 int a,b,c on 3 0.870
sqrt2 1000000 10 int a,b,c off 1 216.086
sqrt2 1000000 10 int a,b,c off 2 215.830
sqrt2 1000000 10 int a,b,c off 3 216.334
sqrt2 1000000 10 int a,b,c,d on 1 1.184
sqrt2 1000000 10 int a,b,c,d on 2 0.837
sqrt2 1000000 10 int a,b,c,d on 3 0.816
sqrt2 1000000 10 int a,b,c,d off 1 237.808
sqrt2 1000000 10 int a,b,c,d off 2 240.003
sqrt2 1000000 10 int a,b,c,d off 3 237.400
sqrt10 1000000 10 int a on 1 1.085
sqrt10 1000000 10 int a on 2 0.702
sqrt10 1000000 10 int a on 3 0.772
sqrt10 1000000 10 int a off 1 160.996
sqrt10 1000000 10 int a off 2 160.668
sqrt10 1000000 10 int a off 3 161.003
sqrt10 1000000 10 int a,b on 1 1.052
sqrt10 1000000 10 int a,b on 2 0.735
sqrt10 1000000 10 int a,b on 3 0.797
sqrt10 1000000 10 int a,b off 1 179.196
sqrt10 1000000 10 int a,b off 2 178.060
sqrt10 1000000 10 int a,b off 3 178.253
sqrt10 1000000 10 int a,b,c on 1 1.056
sqrt10 1000000 10 int a,b,c on 2 0.830
sqrt10 1000000 10 int a,b,c on 3 0.706
sqrt10 1000000 10 int a,b,c off 1 216.968
sqrt10 1000000 10 int a,b,c off 2 214.682
sqrt10 1000000 10 int a,b,c off 3 214.062
sqrt10 1000000 10 int a,b,c,d on 1 1.211
sqrt10 1000000 10 int a,b,c,d on 2 0.771
sqrt10 1000000 10 int a,b,c,d on 3 0.744
sqrt10 1000000 10 int a,b,c,d off 1 234.738
sqrt10 1000000 10 int a,b,c,d off 2 235.388
sqrt10 1000000 10 int a,b,c,d off 3 233.331
uniform 1000000 10 bigint a on 1 1.294
uniform 1000000 10 bigint a on 2 0.842
uniform 1000000 10 bigint a on 3 0.701
uniform 1000000 10 bigint a off 1 168.540
uniform 1000000 10 bigint a off 2 167.778
uniform 1000000 10 bigint a off 3 168.206
uniform 1000000 10 bigint a,b on 1 1.277
uniform 1000000 10 bigint a,b on 2 0.878
uniform 1000000 10 bigint a,b on 3 0.855
uniform 1000000 10 bigint a,b off 1 201.863
uniform 1000000 10 bigint a,b off 2 200.164
uniform 1000000 10 bigint a,b off 3 199.565
uniform 1000000 10 bigint a,b,c on 1 1.208
uniform 1000000 10 bigint a,b,c on 2 0.774
uniform 1000000 10 bigint a,b,c on 3 0.853
uniform 1000000 10 bigint a,b,c off 1 222.183
uniform 1000000 10 bigint a,b,c off 2 221.564
uniform 1000000 10 bigint a,b,c off 3 221.057
uniform 1000000 10 bigint a,b,c,d on 1 1.331
uniform 1000000 10 bigint a,b,c,d on 2 0.882
uniform 1000000 10 bigint a,b,c,d on 3 0.883
uniform 1000000 10 bigint a,b,c,d off 1 246.639
uniform 1000000 10 bigint a,b,c,d off 2 245.040
uniform 1000000 10 bigint a,b,c,d off 3 245.315
sqrt2 1000000 10 bigint a on 1 1.216
sqrt2 1000000 10 bigint a on 2 0.805
sqrt2 1000000 10 bigint a on 3 0.831
sqrt2 1000000 10 bigint a off 1 168.971
sqrt2 1000000 10 bigint a off 2 169.416
sqrt2 1000000 10 bigint a off 3 168.836
sqrt2 1000000 10 bigint a,b on 1 1.142
sqrt2 1000000 10 bigint a,b on 2 0.857
sqrt2 1000000 10 bigint a,b on 3 0.839
sqrt2 1000000 10 bigint a,b off 1 198.560
sqrt2 1000000 10 bigint a,b off 2 198.932
sqrt2 1000000 10 bigint a,b off 3 198.128
sqrt2 1000000 10 bigint a,b,c on 1 1.183
sqrt2 1000000 10 bigint a,b,c on 2 0.883
sqrt2 1000000 10 bigint a,b,c on 3 0.845
sqrt2 1000000 10 bigint a,b,c off 1 223.548
sqrt2 1000000 10 bigint a,b,c off 2 222.428
sqrt2 1000000 10 bigint a,b,c off 3 221.850
sqrt2 1000000 10 bigint a,b,c,d on 1 1.195
sqrt2 1000000 10 bigint a,b,c,d on 2 0.822
sqrt2 1000000 10 bigint a,b,c,d on 3 0.813
sqrt2 1000000 10 bigint a,b,c,d off 1 249.521
sqrt2 1000000 10 bigint a,b,c,d off 2 246.062
sqrt2 1000000 10 bigint a,b,c,d off 3 245.714
sqrt10 1000000 10 bigint a on 1 1.142
sqrt10 1000000 10 bigint a on 2 0.786
sqrt10 1000000 10 bigint a on 3 0.809
sqrt10 1000000 10 bigint a off 1 169.550
sqrt10 1000000 10 bigint a off 2 168.726
